name,source,AC,HP,init
Pixie,MM'25,15,6d4-6,+5
Pixie Wonderbringer,MM'25,15,24d4,+5
Planar Incarnate,MPP,20,18d20+144,0
Planetar,MM'14,19,16d10+112,+5
Planetar,MM'25,19,21d10+147,+5
Plasmoid Boss,BAM,11,11d10+22,+1
Plasmoid Explorer,BAM,11,3d8+3,+1
Plasmoid Warrior,BAM,16,11d8+22,+2
Plesiosaurus,MM'25,13,8d10+24,+2
Plesiosaurus,MM'14,13,8d10+24,+2
Podling,VRGR,10,4d8+8,0
Poison Weird,WDMM,13,9d10+9,+3
Poisonous Snake,MM'14,13,1d4,+3
Polar Bear,MM'25,12,5d10+15,+2
Polar Bear,MM'14,12,5d10+15,0
Polar Serpent,FRAiF,14,9d10+9,+4
Poltergeist,MM'14,12,5d8,+2
Poltergeist,MM'25,12,5d8,+2
Polukranos,MOT,17,15d20+75,+2
Pony,MM'14,10,2d8+2,0
Pony,MM'25,10,2d8+2,0
Pral,HotB,14,8d8+16,+3
Precognitive Mage,GGR,11,14d8,+1
Priest,MM'14,13,5d8+5,0
Priest,MM'25,13,7d8+7,0
Priest Acolyte,MM'25,13,2d8+2,0
Priest of Osybus,RHW,12,8d8+24,+2
Priest of Osybus,VRGR,14,8d8+24,+2
Primeval Owlbear,MM'25,16,12d12+48,+2
Prismari Apprentice,SCC,12,8d8+8,+2
Prismari Pledgemage,SCC,12,12d8+12,+2
Prismari Professor of Expression,SCC,13,15d8+30,+3
Prismari Professor of Perfection,SCC,13,15d8+30,+3
Prophetess Dran,AI,14,5d8+5,0
Pseudodragon,MM'25,14,3d4+3,+2
Pseudodragon,MM'14,13,2d4+2,+2
Psionic Ashenwight,PaBTSO,16,12d8+24,+1
Psionic Shambling Mound,PaBTSO,15,16d10+48,-1
Psurlon,BAM,15,7d8+14,+2
Psurlon Leader,BAM,15,17d8+51,+2
Psurlon Ringer,BAM,13,7d8,0
Psychic Gray Ooze,MM'25,9,5d8+15,-1
Pterafolk,ToA,12,4d10+4,+1
Pteranodon,MM'25,13,3d8,+2
Pteranodon,MM'14,13,3d8,+2
Puppeteer Parasite,MCV1SC,15,11d4+44,+2
Purple Worm,MM'25,18,15d20+90,-2
Purple Worm,MM'14,17,15d20+90,-2
Purple Wormling,SKT,12,5d10+15,-2
Quadrone,MM'14,16,4d8+4,+2
Quadrone Detention Drone,BMT,16,4d8+4,+2
Quaggoth,MM'25,13,6d8+18,+1
Quaggoth,MM'14,13,6d8+18,+1
Quaggoth Spore Servant,MM'14,13,6d8+18,+1
Quaggoth Thonot,MM'14,13,6d8+18,+1
Quaggoth Thonot,MM'25,15,9d8+27,+1
Quandrix Apprentice,SCC,11,8d8+8,+1
Quandrix Pledgemage,SCC,12,12d8+12,+2
Quandrix Professor of Substance,SCC,12,16d8+32,+2
Quandrix Professor of Theory,SCC,12,15d8+30,+2
Quasit,MM'25,13,10d4,+3
Quasit,MM'14,13,3d4,+3
Quavilithku Spyder-Fiend,VEoR,19,27d10+108,+3
Questing Knight,MM'25,18,27d8+81,+3
Quetzalcoatlus,MPMM,13,4d12+4,+1
Quetzalcoatlus,VGM,13,4d12+4,+1
Quickling,MPMM,16,3d4+3,+6
Quickling,VGM,16,3d4+3,+6
Quipper,MM'14,13,1d4-1,+3
Radiant Idol,ERLW,17,15d10+60,+4
Rain,MisMV1,15,11d6+22,0
Rak Tulkhesh,ERLW,23,33d12+264,+4
Rakdos,GGR,20,24d12+144,+2
Rakdos Lampooner,GGR,12,5d8+5,+1
"Rakdos Performer, Blade Juggler",GGR,13,4d8+4,+3
"Rakdos Performer, Fire Eater",GGR,13,4d8+4,+3
"Rakdos Performer, High-Wire Acrobat",GGR,13,4d8+4,+3
Raklupis Spyder-Fiend,VEoR,19,28d10+56,+5
Rakshasa,MM'14,16,13d8+52,+3
Rakshasa,MM'25,17,26d8+104,+3
Ramya Vasavadan,RHW,18,20d8+100,+5
Rat,MM'14,10,1d4-1,0
Rat,MM'25,10,1d4-1,0
Raven,MM'14,12,1d4-1,+2
Raven,MM'25,12,1d4,+2
Razerblast,PotA,17,15d8+75,0
Razorvine Blight,MPP,12,5d8+5,+2
Reanimated Companion,RHW,10,(manual),0
Reaper of Bhaal,BGDIA,15,5d8+5,+5
Reaper Spirit,BMT,11,(manual),+3
Reckoner,GGR,17,8d8+16,+1
Red Abishai,MTF,22,30d8+120,+3
Red Abishai,MPMM,22,34d8+136,+3
Red Dragon Wyrmling,MM'25,17,10d8+30,0
Red Dragon Wyrmling,MM'14,17,10d8+30,0
Red Greatwyrm,FTD,22,26d20+260,+2
Red Guard Drake,VGM,14,7d8+21,0
Red Slaad,MM'25,14,11d10+33,+1
Red Slaad,MM'14,14,11d10+33,+1
Red Wizard,RoT,12,9d8,+2
Redbrand Ruffian,PaBTSO,11,3d8+3,0
Redbrand Ruffian,LMoP,14,3d8+3,+2
Redcap,VGM,13,6d6+24,+1
Redcap,MPMM,14,6d6+24,+1
Redtooth Werefox,MCV4EC,13,11d8+11,+3
Reduced-Threat Aboleth,TftYP,17,(manual),-1
Reduced-Threat Basilisk,TftYP,15,(manual),-1
Reduced-Threat Behir,TftYP,17,(manual),+3
Reduced-Threat Beholder,TftYP,17,(manual),+2
Reduced-Threat Black Pudding,TftYP,7,(manual),-3
Reduced-Threat Carrion Crawler,TftYP,13,(manual),+1
Reduced-Threat Clay Golem,TftYP,14,(manual),-1
Reduced-Threat Darkmantle,TftYP,11,(manual),+1
Reduced-Threat Displacer Beast,TftYP,13,(manual),+2
Reduced-Threat Dragon Turtle,TftYP,20,(manual),0
Reduced-Threat Ettercap,TftYP,13,(manual),+2
Reduced-Threat Flesh Golem,TftYP,9,(manual),-1
Reduced-Threat Glabrezu,TftYP,17,(manual),+2
Reduced-Threat Gray Ooze,TftYP,8,(manual),-2
Reduced-Threat Helmed Horror,TftYP,20,(manual),+1
Reduced-Threat Hezrou,TftYP,16,(manual),+3
Reduced-Threat Hook Horror,TftYP,15,(manual),0
Reduced-Threat Ochre Jelly,TftYP,8,(manual),-2
Reduced-Threat Otyugh,TftYP,14,(manual),0
Reduced-Threat Owlbear,TftYP,13,(manual),+1
Reduced-Threat Peryton,TftYP,13,(manual),+1
Reduced-Threat Remorhaz,TftYP,17,(manual),+1
Reduced-Threat Stone Golem,TftYP,17,(manual),-1
Reduced-Threat Vrock,TftYP,15,(manual),+2
Reduced-Threat Wight,TftYP,14,(manual),+2
Reduced-Threat Wyvern,TftYP,13,(manual),0
Reef Shark,MM'25,12,4d8+4,+2
Reef Shark,MM'14,12,4d8+4,+1
Reflection,TCE,12,3d8+3,+2
Refraction of Ilvaash,PaBTSO,11,21d12+63,0
Regenerating Black Pudding,OotA,7,10d10+30,-3
Reghed Chieftain,IDRotF,16,15d8+45,+2
Reghed Great Warrior,IDRotF,16,15d8+45,+2
Reghed Shaman,IDRotF,11,5d8+5,+1
Reghed Warrior,IDRotF,12,2d8+2,0
Regisaur,BGG,17,11d20+66,-1
Reigar,BAM,19,15d8+15,+2
Reindeer,IDRotF,10,2d10+2,0
Relentless Impaler,VEoR,16,16d10+96,+3
Relentless Juggernaut,VRGR,17,14d10+84,+1
Relentless Juggernaut,RHW,16,16d10+80,+1
Relentless Nightmare,RHW,17,17d8+68,+4
Relentless Slasher,VRGR,15,13d8+26,+4
Relentless Slasher,RHW,15,14d8+28,+4
Relic Sloth,SCC,13,8d12+24,-1
Remorhaz,MM'25,17,17d12+85,+1
Remorhaz,MM'14,17,17d12+85,+1
Replica Duodrone,OoW,15,2d8+2,+1
Replica Monodrone,OoW,15,1d8+1,+1
Replica Pentadrone,OoW,16,5d10+5,+2
Replica Quadrone,OoW,16,4d8+4,+2
Replica Tridrone,OoW,15,3d8+3,+1
Retriever,MPMM,19,20d10+100,+3
Retriever,MTF,19,20d10+100,+3
Returned Drifter,MOT,13,2d8+2,+2
Returned Kakomantis,MOT,15,10d8+20,+3
Returned Palamnite,MOT,15,10d8+20,+3
Returned Sentry,MOT,15,4d8+4,+2
Revenant,MM'25,13,15d8+60,+2
Revenant,MM'14,13,16d8+64,+2
Rhinoceros,MM'14,11,6d10+12,-1
Rhinoceros,MM'25,13,6d10+12,-1
Riding Horse,MM'14,10,2d10+2,0
Riding Horse,MM'25,11,2d10+2,+1
Riffler,BMT,15,20d6+20,+3
Rime Hulk,BGG,15,9d10+36,0
Rip Tide Priest,GoS,13,8d8+16,0
River Serpent,PSA,12,8d12+8,+2
Riverine,JttRC,14,24d10+72,+4
Roc,MM'25,15,16d20+80,0
Roc,MM'14,15,16d20+80,0
Rock Gnome Recluse,DIP,10,2d6,0
Rooster,JttRC,13,1d4-1,+3
Roper,MM'25,20,11d10+33,-1
Roper,MM'14,20,11d10+33,-1
Rot Troll,MPMM,16,12d10+72,+1
Rot Troll,MTF,16,12d10+72,+1
Rothé,CoA,10,2d10+4,0
Rothé,VGM,10,2d10+4,0
Rotter,RtG,17,10d8+30,+1
Rowboat Mimic,WDMM,12,9d10+18,+1
Rubblebelt Stalker,GGR,14,2d8+2,+2
Rudolph van Richten,RHW,13,14d8+42,+2
Rug of Smothering,MM'14,12,6d10,+2
Ruidium Elephant,CRCotN,16,12d12+60,-1
Ruin Grinder,SCC,16,11d10+22,+1
Ruin Spider,BMT,16,14d10+28,+4
Runed Behir,WDMM,17,16d12+64,+3
Runic Colossus,BGG,20,18d20+126,-1
Rust Monster,MM'14,14,5d8+5,+1
Rust Monster,MM'25,14,6d8+6,+1
Rusted Behemoth,FRAiF,18,15d12+60,0
Rusted Berserker,FRAiF,16,11d8+33,+2
Rusted Wyrm,FRAiF,20,14d20+84,+1
Rutterkin,MPMM,12,5d8+15,+2
Rutterkin,MTF,12,5d8+15,+2
Saber-Toothed Tiger,MM'14,12,7d10+14,+2
Saber-Toothed Tiger,MM'25,13,7d10+14,+3
Sacred Statue,MPMM,19,10d10+40,-1
Sacred Statue,MTF,19,10d10+40,-1
Sacred Stone Monk,PotA,14,4d8+4,+2
Saemon Havarian,MaBJoV,14,24d8+48,+4
Sage,CM,10,5d8,0
Sahuagin,MM'14,12,4d8+4,0
Sahuagin Baron,MM'25,16,9d10+27,+2
Sahuagin Baron,MM'14,16,9d10+27,+2
Sahuagin Blademaster,GoS,20,15d8+30,+1
Sahuagin Champion,GoS,16,13d8+13,+2
Sahuagin Coral Smasher,GoS,14,6d8+6,+1
Sahuagin Deep Diver,GoS,15,14d8+28,+3
Sahuagin Hatchling Swarm,GoS,14,8d10+8,+4
Sahuagin High Priestess,GoS,14,11d8+22,+1
Sahuagin Priest,MM'25,12,7d8+7,0
Sahuagin Priestess,MM'14,12,6d8+6,0
Sahuagin Warlock of Uk'otoa,EGW,14,5d8,0
Sahuagin Warrior,MM'25,12,4d8+4,0
Sahuagin Wave Shaper,GoS,14,11d8+11,+1
Saidra d'Honaire,RHW,13,12d8+36,+3
Sailback,PSX,14,9d12+27,-1
Salamander,MM'25,15,12d10+24,+2
Salamander,MM'14,15,12d10+24,+2
Salamander Fire Snake,MM'25,14,6d8,+2
Salamander Inferno Master,MM'25,18,27d10+108,+3
Sandwurm,PSA,17,15d20+90,-2
Sapphire Dragon Wyrmling,FTD,16,6d8+18,+2
Sapphire Greatwyrm,FTD,20,26d20+234,+2
Sapphire Sentinel,CM,17,17d10+85,-1
Sarevok,MaBJoV,20,18d8+72,0
Satyr,MM'25,13,7d8,+3
Satyr,MM'14,14,7d8,+3
Satyr Reveler,MOT,13,6d8+6,+3
Satyr Revelmaster,MM'25,17,15d8+15,+4
Satyr Thornbearer,MOT,15,7d8+7,+4
Scaladar,WDMM,19,7d12+49,0
Scarecrow,WttHC,11,6d8,+1
Scarecrow,MM'25,11,6d8,+1
Scarecrow,MM'14,11,8d8,+1
Scarlet Sentinel,NRH-AVitW,8,6d8+12,-2
Scholarly Agent,CRCotN,11,4d8+4,+1
Scholarly Excavator,CRCotN,16,9d8+27,+2
Scholarly Mastermind,CRCotN,12,15d8+15,+2
Scion of Grolantor,BGG,17,23d20+161,+2
Scion of Memnor,BGG,20,32d20+320,+4
Scion of Skoraeus,BGG,19,24d20+192,+5
Scion of Stronmaus,BGG,20,32d20+320,+5
Scion of Surtur,BGG,20,28d20+252,+3
Scion of Thrym,BGG,19,27d20+216,+3
Scorchbringer Guard,GGR,16,2d8+2,+2
Scorpion,MM'25,11,1d4-1,0
Scorpion,MM'14,11,1d4-1,0
Scout,MM'25,13,3d8+3,+2
Scout,MM'14,13,3d8+3,+2
Scout Captain,MM'25,15,12d8+12,+3
Scrag,TftYP,15,8d10+40,+1
Scrapper,MisMV1,17,12d10+60,0
Screaming Devilkin,MFF,17,4d6+4,+3
Scufflecup Teacup,SCC,12,2d4,+2
Scuttling Serpentmaw,CRCotN,17,10d6+30,+2
Sea Elf,SKT,11,2d8+2,+1
Sea Elf Scout,DSotDQ,13,3d8+3,+2
Sea Fury,EGW,14,14d8+42,+2
Sea Hag,MM'25,14,7d8+21,+1
Sea Hag,MM'14,14,7d8+21,+1
Sea Horse,MM'14,11,1d4-1,+1
Sea Lion,TftYP,15,12d10+24,+2
Sea Spawn,MPMM,11,5d8+10,-1
Sea Spawn,VGM,11,5d8+10,-1
Seahorse,MM'25,12,1d4-1,+1
Seal,IDRotF,11,2d8,+1
Sentient Gray Ooze,TftYP,8,3d8+9,-2
Sentient Ochre Jelly,TftYP,8,6d10+12,-2
Sentinel Marshal,EFA,16,20d8+20,+4
Septon Modron,MPP,17,24d10+72,+2
Sergeant,ERLW,16,2d8+2,+1
Sergeant,WDH,16,2d8+2,+1
Serpopard,PSA,12,7d10+14,+2
Serra Angel,PSD,17,16d8+64,+4
Servitor Thrull,GGR,11,4d6+8,+1
Servo,PSK,11,3d4+3,0
Setessan Hoplite,MOT,16,9d8+18,+3
Seth the Shapeshifting Dragon,MisMV1,17,18d8+72,+7
Sewer King,MCV4EC,13,8d8+16,+1
Shadar-kai Gloom Weaver,MPMM,14,16d8+32,+4
Shadar-kai Shadow Dancer,MPMM,15,13d8+13,+3
Shadar-kai Soul Monger,MPMM,15,21d8+42,+3
Shade,PSZ,12,3d8+3,+2
Shadow,MM'14,12,3d8+3,+2
Shadow,WttHC,12,5d8+5,+2
Shadow,MM'25,12,5d8+5,+2
Shadow Assassin,WDMM,14,12d8+24,+4
Shadow Dancer,MTF,15,13d8+13,+3
Shadow Demon,MM'14,13,12d8+12,+3
Shadow Demon,MM'25,14,12d8+12,+3
Shadow Dragon,MM'25,16,18d12+72,+4
Shadow Horror,GGR,13,16d10+32,+3
Shadow Mastiff,MPMM,12,6d8+6,+2
Shadow Mastiff,VGM,12,6d8+6,+2
Shadow Mastiff Alpha,MPMM,12,8d8+8,+2
Shadow Spirit,TCE,11,(manual),+3
Shadow-Marked Agent,EFA,17,24d8+24,+5
Shadowghast,EGW,15,9d8+9,+5
Shadowmoor Giant,LFL,14,15d12+75,+2
Shadrix Silverquill,SCC,20,22d20+132,+2
Shalai,PSD,20,18d10+144,+6
Shambling Mound,MM'25,15,13d10+39,-1
Shambling Mound,MM'14,15,16d10+48,-1
Shambling Mound Totem Elemental,PSX,15,16d10+48,-1
Shapechanged Roper,WDMM,20,11d10+33,-1
Shard Shunner,WDH,12,6d6+6,+2
Sharkbody Abomination,EGW,12,6d10+12,+1
Shator Demodand,MPP,19,23d10+69,+2
Shator Warden,MaBJoV,16,14d10+42,0
Shatterskull Giant,PSZ,17,11d12+55,+2
Sheep,SKT,10,1d6,0
Sheldon the Blueberry Dragon,MisMV1,16,15d10+60,+1
Shell Shark,GoS,17,5d8+10,+1
Shemeshka,MPP,17,25d8+50,+2
Shield Dwarf Guard,SKT,16,2d8+2,+1
Shield Dwarf Noble,SKT,15,2d8,+1
Shield Guardian,MM'25,17,15d10+60,-1
Shield Guardian,MM'14,17,15d10+60,-1
Shifter,ERLW,14,3d8+6,+3
Shoal Serpent,PSZ,13,8d10+24,+2
Shoggoth,RHW,15,15d12+75,+3
Shoosuva,VGM,14,13d10+39,+1
Shoosuva,MPMM,14,16d10+48,+1
Shredwing,CoA,20,20d8+80,+4
Shrieker,MM'14,5,3d8,-5
Shrieker Fungus,WttHC,5,3d8,-5
Shrieker Fungus,MM'25,5,3d8,-5
Sibriex,MPMM,19,12d12+72,-4
Sibriex,MTF,19,12d12+72,-4
Sigarda,PSI,19,16d10+112,+5
Silver Dragon Wyrmling,MM'25,17,6d8+18,0
Silver Dragon Wyrmling,MM'14,17,6d8+18,0
Silver Greatwyrm,FTD,22,29d20+261,+3
Silverquill Apprentice,SCC,12,8d8+8,+2
Silverquill Pledgemage,SCC,13,12d8+12,+3
Silverquill Professor of Radiance,SCC,12,15d8+30,+2
Silverquill Professor of Shadow,SCC,12,15d8+30,+2
Simic Merfolk,GGR,11,2d8+2,+1
Simon Aumar,HAT-TG,12,18d8+18,+2
Sir Jared,BMT,20,12d8+36,+1
Sire of Insanity,GGR,17,15d12+60,-2
Sirene,MaBJoV,14,14d8,+4
Sivak Draconian,DSotDQ,16,6d10+24,0
Sivis Scribe,EFA,15,16d6,+2
Skaab,PSI,9,11d8+44,-1
Skeletal Alchemist,GoS,11,5d8+10,+1
Skeletal Bloodfin,CRCotN,16,11d10+33,+2
Skeletal Giant Owl,IMR,12,3d10+3,+2
Skeletal Horror,AitFR-DN,13,20d10+40,+2
Skeletal Juggernaut,GoS,13,19d10+38,+2
Skeletal Knight,DSotDQ,17,15d8+45,0
Skeletal Owlbear,IMR,13,7d10+21,+1
Skeletal Polar Bear,IMR,12,5d10+15,0
Skeletal Rats,BGDIA,10,7d8-7,0
Skeletal Riding Horse,DIP,10,2d10+2,0
Skeletal Swarm,GoS,13,8d10+16,+2
Skeletal Two-Headed Owlbear,IMR,13,7d10+21,+1
Skeleton,MM'14,13,2d8+4,+2
Skeleton,MM'25,14,2d8+4,+3
Skeleton Key,ToA,13,2d8+4,+2
Skeleton Lord,MaBJoV,17,16d8+64,+2
Skeleton Warrior,MaBJoV,17,12d8+36,+2
Skittering Horror,GGR,17,24d12+72,+3
Skitterwidget,CM,17,10d8+40,+2
Skulk,MPMM,14,4d8,+4
Skulk,MTF,14,4d8,+4
Skull Flier,SLW,16,3d8,+2
Skull Lasher of Myrkul,BGDIA,12,5d8+10,+2
Skull Lord,MTF,17,14d8+42,+3
Skull Lord,MPMM,17,15d8+45,+3
Skum,GoS,14,11d8+44,0
Sky Leviathan,PSK,14,15d20+90,-2
Sky Whale,PSK,14,9d12+27,-1
Skyjek Roc,GGR,15,5d10+10,+1
Skyswimmer,GGR,17,16d20+48,+2
Skyweaver,PotA,12,8d8+8,+2
Slaad Tadpole,MM'14,12,4d4,+2
Slaad Tadpole,MM'25,12,3d4,+2
Slayer,CoA,19,16d8+64,+4
Sled Dog,RoT,13,2d8+2,+2
Slithering Bloodfin,CRCotN,16,11d10+33,+2
Slithering Tracker,VGM,14,5d8+10,+4
Slithering Tracker,MPMM,14,6d8+12,+4
Sludge Hag,MGELFT,17,11d8+33,+1
Slurmy,NRH-TCMC,14,2d8+2,+2
Small Drake,PSA,13,3d8,+2
Smoke Mephit,MM'25,12,3d6+3,+2
Smoke Mephit,MM'14,12,5d6+5,+2
Snake Horror,RoT,20,8d8+24,+1
Snapping Hydra,MCV4EC,20,13d12+65,-3
Sneak,HoL,13,2d6+2,+1
Snow Golem,IDRotF,8,6d8+12,-2
Snow Leopard,TftYP,12,5d10+10,+2
Snow Maiden,CoS,12,5d8,+2
Snowy Owlbear,IDRotF,13,7d10+21,+1
Society of Sensation Muse,MPP,14,8d8+8,+3
Sofina,HAT-TG,14,19d8+76,+2
Solar,MM'14,20,18d10+144,+6
Solar,MM'25,21,22d10+176,+6
Solar Bastion Knight,BMT,20,20d8+60,0
Solar Dragon Wyrmling,BAM,15,6d8+24,+2
Soldier,GGR,17,3d8+3,+1
Sorrowfish,CRCotN,13,1d4-1,+3
Soul Monger,MTF,15,19d8+38,+3
Soul Shaker,JttRC,13,8d10+32,-1
Soulstinger Demon,PSA,19,15d10+60,+3
Space Clown,BAM,13,9d8+18,+3
Space Eel,BAM,14,2d6,+4
Space Guppy,BAM,13,1d6,+3
Space Hamster,WDMM,10,1d4-1,0
Space Hamster,BAM,15,4d4,+5
Space Mollymawk,BAM,12,1d6,+2
Space Swine,BAM,11,4d8+4,+1
Spawn of Kyuss,MPMM,10,9d8+36,0
Spawn of Kyuss,VGM,10,9d8+36,0
Speaker Devil,ABH,17,18d10+90,+4
Spectator,MM'14,14,6d8+12,+2
Spectator,MM'25,14,7d8+14,+2
Specter,MM'14,12,5d8,+2
Specter,MM'25,12,5d8,+2
Specter of Night,MCV4EC,15,15d12+45,+4
Spectral Cloud,BGG,11,18d12+72,+1
Spellcaster,ESK,12,2d8,+1
Spellcaster (Healer),SLW,13,8d8,+1
Spellcaster (Healer),SDW,13,10d8,+1
Spellcaster (Healer),DC,13,12d8,+1
Spellcaster (Mage),SLW,13,8d8,+1
Spellcaster (Mage),SDW,13,10d8,+1
Spellcaster (Mage),DC,13,12d8,+1
Sperm Whale,IDRotF,13,14d20+42,-1
Sphinx (Type 1),PSZ,17,19d10+95,0
Sphinx (Type 2),PSZ,17,16d10+48,+2
Sphinx of Judgment,GGR,17,16d10+48,+2
Sphinx of Lore,MM'25,17,20d10+60,+2
Sphinx of Secrets,MM'25,16,16d10+48,+2
Sphinx of Valor,MM'25,17,19d10+95,0
Sphinx of Wonder,MM'25,13,7d4+7,+3
Spider,MM'14,12,1d4-1,+2
Spider,MM'25,12,1d4-1,+2
Spiderdragon,VEoR,17,16d12+48,+4
Spiderfrog,MGELFT,13,2d8+4,+3
Spiked Tomb Guardian,ToA,17,11d8+44,-1
Spined Devil,MM'14,13,5d6+5,+2
Spined Devil,MM'25,13,10d6+10,+2
Spirit,PSZ,11,10d8,+1
Spirit Dragon Wyrmling,FRAiF,16,8d8+16,+1
Spirit Naga,MM'25,17,18d10+36,+3
Spirit Naga,MM'14,15,10d10+20,+3
Spirit Statue Mascot,SCC,14,4d8+8,-1
Spirit Troll,MPMM,17,20d10+20,+3
Spirit Troll,MTF,17,15d10+15,+3
Spitting Mimic,IDRotF,14,10d10+30,+1
Splugoth the Returned,AI,15,6d6+6,+2
Spore of Moander,FRAiF,19,20d12+100,-1
Spore Servant Octopus,DoSI,11,8d10+8,+1
Spotted Lion,BGG,15,7d12+21,+2
Spring Eladrin,MTF,19,17d8+51,+3
Spring Eladrin,MPMM,19,22d8+66,+3
Sprite,MM'25,15,4d4,+4
Sprite,MM'14,15,1d4,+4
Sprite Skirmisher,HotB,15,4d4,+4
Spy,MM'14,12,6d8,+2
Spy,MM'25,12,6d8,+2
Spy Master,MM'25,19,25d8+25,+5
Squire,HoL,12,2d8+2,0
"Ssendam, Lord of Madness",MaBJoV,19,26d10+156,+7
Ssurran Defiler,BAM,16,7d8+21,+1
Ssurran Poisoner,BAM,16,4d8+4,+1
Stalker of Baphomet,BGG,17,16d12+96,+3
Star Angler,VEoR,15,14d10+42,+2
Star Lancer,MCV1SC,15,8d10+16,+2
Star Spawn Grue,MPMM,11,5d6,+1
Star Spawn Grue,MTF,11,5d6,+1
Star Spawn Hulk,MPMM,16,13d10+65,-1
Star Spawn Hulk,MTF,16,13d10+65,-1
Star Spawn Larva Mage,MPMM,16,16d8+96,+1
Star Spawn Larva Mage,MTF,16,16d8+96,+1
Star Spawn Mangler,MPMM,14,13d8+13,+4
Star Spawn Mangler,MTF,14,13d8+13,+4
Star Spawn Seer,MPMM,17,18d8+72,+1
Star Spawn Seer,MTF,17,18d8+72,+1
Starlight Apparition,BAM,10,16d8,0
Statue of Talos,SLW,17,14d10+70,0
Statue of Vergadain,WDMM,17,17d10+85,-1
Steam Mephit,MM'25,10,5d6,0
Steam Mephit,MM'14,10,6d6,0
Steel Defender,TCE,15,(manual),+1
Steel Defender,EFA,12,(manual),+1
Steel Leaf Kavu,PSD,16,15d10+60,+1
Steel Predator,MPMM,20,18d10+108,+3
Steel Predator,MTF,20,18d10+108,+3
Stegosaurus,MPMM,13,8d12+24,-1
Stegosaurus,VGM,13,8d12+24,-1
Stench Kow,MPMM,10,2d10+4,0
Stench Kow,VGM,10,2d10+4,0
Stirge,MM'14,14,1d4,+3
Stirge,MM'25,13,2d4,+3
Stomping Foot,OoW,12,1d4,+2
Stone Cursed,MTF,17,3d8+4,-3
Stone Cursed,MPMM,17,3d8+6,-3
Stone Defender,MTF,16,7d8+21,0
Stone Dragon Statue,TftYP,17,17d10+85,-1
Stone Giant,MM'25,17,11d12+55,+2
Stone Giant,MM'14,17,11d12+55,+2
Stone Giant Dreamwalker,MPMM,17,14d12+70,+2
Stone Giant Dreamwalker,VGM,17,14d12+70,+2
Stone Giant of Evil Earth,BGG,20,11d12+66,+1
Stone Giant Rockspeaker,BGG,19,24d12+120,+2
Stone Giant Statue,SKT,17,17d12+85,-1
Stone Golem,MM'14,17,17d10+85,-1
Stone Golem,MM'25,18,21d10+105,-1
Stone Guardian (Animated Armor),PSX,17,6d8+6,0
Stone Guardian (Helmed Horror),PSX,20,8d8+24,+1
Stone Guardian (Shield Guardian),PSX,17,15d10+60,-1
Stone Guardian (Stone Golem),PSX,17,17d10+85,-1
Stone Juggernaut,ToA,15,15d10+75,+1
Stone Warrior,PotA,17,17d10+85,-1
Stonecloak,WDMM,17,17d10+85,-1
Stonemelder,PotA,17,10d8+30,0
Storm Crab,BGG,17,10d20+50,0
Storm Giant,MM'25,16,20d12+100,+2
Storm Giant,MM'14,16,20d12+100,+2
Storm Giant Quintessent,MPMM,12,20d12+100,+2
Storm Giant Quintessent,VGM,12,20d12+100,+2
Storm Giant Skeleton,CM,13,24d12+48,+2
Storm Giant Tempest Caller,BGG,17,27d12+135,+2
Storm Herald,BGG,16,23d12+138,+2
Strahd Skeleton,RHW,16,10d8+20,+1
Strahd von Zarovich,RHW,16,24d8+96,+4
Strahd Zombie,CoS,8,4d8+12,-2
Strigoi,RHW,16,7d8+21,+2
Strigoi,VRGR,16,7d8+21,+2
Strixhaven Campus Guide,SCC,17,7d6+7,+2
Styx Dragon,CoA,17,16d20+128,+2
Su-monster,ToA,12,5d8+5,+2
Succubus,MM'14,15,12d8+12,+3
Succubus,MM'25,15,13d8+13,+3
Sul Khatesh,ERLW,22,50d10+200,+5
Suldil Baldoriel,MaBJoV,12,25d8+25,+2
Summer Eladrin,MTF,19,17d8+51,+5
Summer Eladrin,MPMM,19,22d8+66,+5
Sunbird,PSX,17,18d20+90,0
Sunder Shaman,GGR,20,12d12+60,+2
Sunfly,MPP,13,1d4,+3
Surrakar,PSZ,15,4d8+4,0
Svirfneblin Wererat,OotA,12,6d8+6,+2
Swanmay,FRAiF,14,11d8+22,+4
Swarm of Animated Books,CM,12,4d8+4,+1
Swarm of Bats,MM'25,12,2d10,+2
Swarm of Bats,MM'14,12,5d8,+2
Swarm of Beetles,MM'14,12,5d8,+1
Swarm of Books,WDH,12,5d8,+2
Swarm of Campestris,WBtW,12,6d8,-2
Swarm of Centipedes,MM'14,12,5d8,+1
Swarm of Corrupted Rats,WttHC,12,6d8,+2
Swarm of Cranium Rats,VGM,12,8d8,+2
Swarm of Cranium Rats,MPMM,12,17d8,+2
Swarm of Crawling Claws,MM'25,12,11d8,+2
Swarm of Dretches,MM'25,12,6d10+12,0
Swarm of Gibberlings,QftIS,12,7d10,+2
Swarm of Gremishkas,VRGR,12,7d6,+2
Swarm of Gremishkas,RHW,14,7d4+14,+2
Swarm of Hoard Scarabs,FTD,14,7d8,+3
Swarm of Infesting Insects,RHW,13,6d8+6,+2
Swarm of Insects,MM'25,11,3d8+6,+1
Swarm of Insects,MM'14,12,5d8,+1
Swarm of Larvae,MM'25,13,3d10+6,0
Swarm of Lemures,MM'25,12,6d10+12,-2
Swarm of Maggots,VRGR,11,5d8,+1
